change_id,system,change_type,change_size,requester_team,requested_window,rollback_plan_exists,rollback_plan_tested,similar_past_changes_count,similar_past_changes_failure_rate,system_incidents_last_90_days,schedule_conflict,description,outcome,true_risk_probability,risk_level
CHG-3279,Search-Service,Patch,Large,Platform,Peak-Hours,Yes,No,42,0.08,2,No,Patch on Search-Service (large change) requested by Platform during peak hours.,Success,0.211,Medium
CHG-3280,Reporting-DB,Infrastructure-Change,Small,SRE,Off-Hours-Weekday,Yes,Yes,8,0.021,1,No,Infrastructure-Change on Reporting-DB (small change) requested by SRE during off hours weekday.,Success,0.044,Low
CHG-3281,Search-Service,Deployment,Medium,SRE,Business-Hours-Weekday,Yes,No,6,0.242,1,No,Deployment on Search-Service (medium change) requested by SRE during business hours weekday.,Success,0.307,Medium
CHG-3282,Payments-Service,Deployment,Medium,Security,Peak-Hours,Yes,Yes,4,0.151,2,No,Deployment on Payments-Service (medium change) requested by Security during peak hours.,Success,0.291,Medium
CHG-3283,Search-Service,Config-Update,Medium,Security,Off-Hours-Weekday,Yes,Yes,46,0.196,1,No,Config-Update on Search-Service (medium change) requested by Security during off hours weekday.,Success,0.029,Low
CHG-3284,Website-Frontend,Infrastructure-Change,Small,Platform,Off-Hours-Weekday,Yes,No,8,0.36,0,No,Infrastructure-Change on Website-Frontend (small change) requested by Platform during off hours weekday.,Success,0.139,Low
CHG-3285,Website-Frontend,Infrastructure-Change,Medium,Backend,Weekend,No,,30,0.255,0,Yes,Infrastructure-Change on Website-Frontend (medium change) requested by Backend during weekend.,Success,0.358,Medium
CHG-3286,Reporting-DB,Deployment,Medium,SRE,Weekend,Yes,Yes,0,0.205,2,Yes,Deployment on Reporting-DB (medium change) requested by SRE during weekend.,Success,0.224,Medium
CHG-3287,Website-Frontend,Infrastructure-Change,Small,Platform,Business-Hours-Weekday,Yes,No,26,0.011,0,Yes,Infrastructure-Change on Website-Frontend (small change) requested by Platform during business hours weekday.,Success,0.26,Medium
CHG-3288,Notification-Service,Database-Schema-Change,Medium,DevOps,Business-Hours-Weekday,Yes,No,31,0.111,1,No,Database-Schema-Change on Notification-Service (medium change) requested by DevOps during business hours weekday.,Success,0.311,Medium
CHG-3289,Search-Service,Config-Update,Small,SRE,Off-Hours-Weekday,Yes,No,33,0.206,2,Yes,Config-Update on Search-Service (small change) requested by SRE during off hours weekday.,Success,0.212,Medium
CHG-3290,Website-Frontend,Infrastructure-Change,Small,DevOps,Business-Hours-Weekday,Yes,No,7,0.083,1,Yes,Infrastructure-Change on Website-Frontend (small change) requested by DevOps during business hours weekday.,Failed,0.399,Medium
CHG-3291,Auth-Service,Infrastructure-Change,Large,Data-Engineering,Weekend,Yes,Yes,18,0.083,0,No,Infrastructure-Change on Auth-Service (large change) requested by Data-Engineering during weekend.,Success,0.053,Low
CHG-3292,Search-Service,Patch,Small,SRE,Business-Hours-Weekday,Yes,Yes,7,0.169,0,No,Patch on Search-Service (small change) requested by SRE during business hours weekday.,Success,0.049,Low
CHG-3293,Auth-Service,Patch,Medium,Data-Engineering,Weekend,Yes,No,54,0.089,1,No,Patch on Auth-Service (medium change) requested by Data-Engineering during weekend.,Success,0.05,Low
CHG-3294,Billing-DB,Config-Update,Medium,Backend,Business-Hours-Weekday,Yes,Yes,47,0.307,1,No,Config-Update on Billing-DB (medium change) requested by Backend during business hours weekday.,Success,0.096,Low
CHG-3295,Auth-Service,Config-Update,Small,SRE,Business-Hours-Weekday,Yes,Yes,46,0.165,0,No,Config-Update on Auth-Service (small change) requested by SRE during business hours weekday.,Success,0.028,Low
CHG-3296,Website-Frontend,Config-Update,Small,Platform,Weekend,No,,1,0.132,1,No,Config-Update on Website-Frontend (small change) requested by Platform during weekend.,Failed,0.06,Low
CHG-3297,Billing-DB,Deployment,Large,Backend,Off-Hours-Weekday,Yes,Yes,54,0.093,3,No,Deployment on Billing-DB (large change) requested by Backend during off hours weekday.,Success,0.131,Low
CHG-3298,Billing-DB,Config-Update,Medium,Backend,Weekend,Yes,No,25,0.202,1,No,Config-Update on Billing-DB (medium change) requested by Backend during weekend.,Success,0.055,Low
CHG-3299,Payments-Service,Config-Update,Medium,DevOps,Business-Hours-Weekday,Yes,No,39,0.014,0,No,Config-Update on Payments-Service (medium change) requested by DevOps during business hours weekday.,Success,0.044,Low
CHG-3300,Auth-Service,Config-Update,Small,Backend,Business-Hours-Weekday,No,,32,0.031,1,No,Config-Update on Auth-Service (small change) requested by Backend during business hours weekday.,Failed,0.095,Low
CHG-3301,Notification-Service,Security-Patch,Medium,DevOps,Weekend,Yes,Yes,7,0.162,1,Yes,Security-Patch on Notification-Service (medium change) requested by DevOps during weekend.,Success,0.166,Medium
CHG-3302,Notification-Service,Deployment,Medium,SRE,Off-Hours-Weekday,Yes,No,14,0.251,1,No,Deployment on Notification-Service (medium change) requested by SRE during off hours weekday.,Success,0.138,Low
CHG-3303,Website-Frontend,Security-Patch,Medium,Data-Engineering,Off-Hours-Weekday,Yes,No,30,0.132,2,Yes,Security-Patch on Website-Frontend (medium change) requested by Data-Engineering during off hours weekday.,Success,0.194,Medium
CHG-3304,Auth-Service,Infrastructure-Change,Small,Platform,Business-Hours-Weekday,Yes,No,4,0.158,0,No,Infrastructure-Change on Auth-Service (small change) requested by Platform during business hours weekday.,Failed,0.288,Medium
CHG-3305,Reporting-DB,Infrastructure-Change,Small,Data-Engineering,Business-Hours-Weekday,Yes,Yes,39,0.255,0,No,Infrastructure-Change on Reporting-DB (small change) requested by Data-Engineering during business hours weekday.,Success,0.098,Low
CHG-3306,Reporting-DB,Config-Update,Medium,Data-Engineering,Business-Hours-Weekday,No,,4,0.09,2,No,Config-Update on Reporting-DB (medium change) requested by Data-Engineering during business hours weekday.,Success,0.239,Medium
CHG-3307,Reporting-DB,Infrastructure-Change,Small,Security,Peak-Hours,Yes,Yes,12,0.105,3,No,Infrastructure-Change on Reporting-DB (small change) requested by Security during peak hours.,Failed,0.307,Medium
CHG-3308,Auth-Service,Database-Schema-Change,Small,DevOps,Weekend,Yes,Yes,40,0.162,0,No,Database-Schema-Change on Auth-Service (small change) requested by DevOps during weekend.,Success,0.041,Low
CHG-3309,Website-Frontend,Config-Update,Medium,Platform,Weekend,Yes,Yes,50,0.216,1,No,Config-Update on Website-Frontend (medium change) requested by Platform during weekend.,Success,0.035,Low
CHG-3310,Reporting-DB,Deployment,Small,DevOps,Weekend,Yes,Yes,0,0.044,2,Yes,Deployment on Reporting-DB (small change) requested by DevOps during weekend.,Success,0.071,Low
CHG-3311,Inventory-API,Database-Schema-Change,Small,SRE,Off-Hours-Weekday,Yes,No,34,0.324,1,No,Database-Schema-Change on Inventory-API (small change) requested by SRE during off hours weekday.,Success,0.196,Medium
CHG-3312,Inventory-API,Deployment,Small,SRE,Business-Hours-Weekday,Yes,Yes,16,0.146,2,No,Deployment on Inventory-API (small change) requested by SRE during business hours weekday.,Success,0.153,Medium
CHG-3313,Notification-Service,Infrastructure-Change,Medium,Backend,Business-Hours-Weekday,No,,14,0.11,3,No,Infrastructure-Change on Notification-Service (medium change) requested by Backend during business hours weekday.,Caused-Incident,0.557,High
CHG-3314,Website-Frontend,Patch,Small,DevOps,Business-Hours-Weekday,Yes,No,20,0.083,1,Yes,Patch on Website-Frontend (small change) requested by DevOps during business hours weekday.,Success,0.262,Medium
CHG-3315,Search-Service,Deployment,Medium,Backend,Weekend,No,,4,0.176,1,Yes,Deployment on Search-Service (medium change) requested by Backend during weekend.,Success,0.291,Medium
CHG-3316,Notification-Service,Infrastructure-Change,Small,Security,Business-Hours-Weekday,Yes,Yes,7,0.153,1,No,Infrastructure-Change on Notification-Service (small change) requested by Security during business hours weekday.,Success,0.122,Low
CHG-3317,Auth-Service,Security-Patch,Small,Platform,Peak-Hours,Yes,Yes,28,0.262,2,No,Security-Patch on Auth-Service (small change) requested by Platform during peak hours.,Success,0.272,Medium
CHG-3318,Payments-Service,Security-Patch,Small,Data-Engineering,Business-Hours-Weekday,Yes,Yes,42,0.09,0,Yes,Security-Patch on Payments-Service (small change) requested by Data-Engineering during business hours weekday.,Success,0.119,Low
CHG-3319,Search-Service,Database-Schema-Change,Large,Platform,Peak-Hours,No,,35,0.083,1,Yes,Database-Schema-Change on Search-Service (large change) requested by Platform during peak hours.,Caused-Incident,0.869,High
CHG-3320,Reporting-DB,Deployment,Medium,Backend,Business-Hours-Weekday,Yes,Yes,50,0.134,1,No,Deployment on Reporting-DB (medium change) requested by Backend during business hours weekday.,Success,0.079,Low
CHG-3321,Auth-Service,Infrastructure-Change,Medium,Security,Weekend,Yes,Yes,56,0.169,0,No,Infrastructure-Change on Auth-Service (medium change) requested by Security during weekend.,Success,0.038,Low
CHG-3322,Billing-DB,Patch,Small,SRE,Business-Hours-Weekday,No,,24,0.308,0,No,Patch on Billing-DB (small change) requested by SRE during business hours weekday.,Failed,0.175,Medium
CHG-3323,Notification-Service,Config-Update,Large,Security,Off-Hours-Weekday,Yes,Yes,25,0.069,1,No,Config-Update on Notification-Service (large change) requested by Security during off hours weekday.,Success,0.042,Low
CHG-3324,Notification-Service,Config-Update,Large,Data-Engineering,Business-Hours-Weekday,Yes,Yes,27,0.144,1,No,Config-Update on Notification-Service (large change) requested by Data-Engineering during business hours weekday.,Success,0.068,Low
CHG-3325,Reporting-DB,Security-Patch,Small,Data-Engineering,Business-Hours-Weekday,Yes,Yes,14,0.273,0,Yes,Security-Patch on Reporting-DB (small change) requested by Data-Engineering during business hours weekday.,Success,0.325,Medium
CHG-3326,Billing-DB,Patch,Large,DevOps,Off-Hours-Weekday,Yes,Yes,50,0.004,1,Yes,Patch on Billing-DB (large change) requested by DevOps during off hours weekday.,Success,0.093,Low
CHG-3327,Search-Service,Infrastructure-Change,Medium,Data-Engineering,Off-Hours-Weekday,No,,17,0.035,1,Yes,Infrastructure-Change on Search-Service (medium change) requested by Data-Engineering during off hours weekday.,Failed,0.427,High
CHG-3328,Notification-Service,Deployment,Medium,Security,Business-Hours-Weekday,No,,44,0.097,2,Yes,Deployment on Notification-Service (medium change) requested by Security during business hours weekday.,Failed,0.649,High
CHG-3329,Website-Frontend,Infrastructure-Change,Medium,Data-Engineering,Off-Hours-Weekday,Yes,Yes,47,0.199,2,No,Infrastructure-Change on Website-Frontend (medium change) requested by Data-Engineering during off hours weekday.,Success,0.101,Low
CHG-3330,Notification-Service,Security-Patch,Medium,Data-Engineering,Business-Hours-Weekday,Yes,No,13,0.098,0,No,Security-Patch on Notification-Service (medium change) requested by Data-Engineering during business hours weekday.,Success,0.126,Low
CHG-3331,Payments-Service,Patch,Small,Platform,Off-Hours-Weekday,Yes,Yes,14,0.212,0,No,Patch on Payments-Service (small change) requested by Platform during off hours weekday.,Success,0.017,Low
CHG-3332,Payments-Service,Patch,Small,Backend,Peak-Hours,No,,48,0.028,0,No,Patch on Payments-Service (small change) requested by Backend during peak hours.,Success,0.068,Low
CHG-3333,Billing-DB,Config-Update,Small,Security,Business-Hours-Weekday,Yes,Yes,51,0.048,1,No,Config-Update on Billing-DB (small change) requested by Security during business hours weekday.,Success,0.031,Low
CHG-3334,Reporting-DB,Config-Update,Small,Data-Engineering,Business-Hours-Weekday,Yes,Yes,46,0.39,0,No,Config-Update on Reporting-DB (small change) requested by Data-Engineering during business hours weekday.,Success,0.053,Low
CHG-3335,Inventory-API,Security-Patch,Small,Data-Engineering,Business-Hours-Weekday,No,,55,0.087,0,No,Security-Patch on Inventory-API (small change) requested by Data-Engineering during business hours weekday.,Failed,0.069,Low
CHG-3336,Payments-Service,Config-Update,Medium,Platform,Off-Hours-Weekday,No,,36,0.026,0,No,Config-Update on Payments-Service (medium change) requested by Platform during off hours weekday.,Success,0.038,Low
CHG-3337,Auth-Service,Database-Schema-Change,Small,Backend,Off-Hours-Weekday,No,,49,0.326,1,No,Database-Schema-Change on Auth-Service (small change) requested by Backend during off hours weekday.,Success,0.282,Medium
CHG-3338,Website-Frontend,Config-Update,Small,Backend,Weekend,Yes,No,9,0.091,1,No,Config-Update on Website-Frontend (small change) requested by Backend during weekend.,Success,0.03,Low
CHG-3339,Website-Frontend,Database-Schema-Change,Small,Security,Off-Hours-Weekday,Yes,No,29,0.06,2,No,Database-Schema-Change on Website-Frontend (small change) requested by Security during off hours weekday.,Success,0.127,Low
CHG-3340,Notification-Service,Patch,Medium,SRE,Weekend,No,,20,0.102,2,Yes,Patch on Notification-Service (medium change) requested by SRE during weekend.,Success,0.222,Medium
CHG-3341,Auth-Service,Patch,Small,Backend,Business-Hours-Weekday,No,,17,0.239,0,No,Patch on Auth-Service (small change) requested by Backend during business hours weekday.,Success,0.192,Medium
CHG-3342,Reporting-DB,Config-Update,Medium,Backend,Weekend,Yes,Yes,37,0.293,2,Yes,Config-Update on Reporting-DB (medium change) requested by Backend during weekend.,Success,0.126,Low
CHG-3343,Billing-DB,Database-Schema-Change,Medium,Data-Engineering,Off-Hours-Weekday,Yes,No,3,0.069,0,No,Database-Schema-Change on Billing-DB (medium change) requested by Data-Engineering during off hours weekday.,Success,0.114,Low
CHG-3344,Website-Frontend,Database-Schema-Change,Small,DevOps,Off-Hours-Weekday,Yes,Yes,39,0.227,1,No,Database-Schema-Change on Website-Frontend (small change) requested by DevOps during off hours weekday.,Success,0.074,Low
CHG-3345,Notification-Service,Patch,Medium,Platform,Weekend,Yes,Yes,44,0.065,0,Yes,Patch on Notification-Service (medium change) requested by Platform during weekend.,Success,0.055,Low
CHG-3346,Website-Frontend,Config-Update,Medium,SRE,Business-Hours-Weekday,Yes,Yes,31,0.085,2,No,Config-Update on Website-Frontend (medium change) requested by SRE during business hours weekday.,Success,0.073,Low
CHG-3347,Auth-Service,Infrastructure-Change,Large,DevOps,Weekend,Yes,No,58,0.153,1,Yes,Infrastructure-Change on Auth-Service (large change) requested by DevOps during weekend.,Success,0.279,Medium
CHG-3348,Auth-Service,Config-Update,Small,SRE,Off-Hours-Weekday,No,,27,0.256,0,No,Config-Update on Auth-Service (small change) requested by SRE during off hours weekday.,Success,0.082,Low
CHG-3349,Billing-DB,Security-Patch,Small,Security,Weekend,Yes,Yes,6,0.119,2,No,Security-Patch on Billing-DB (small change) requested by Security during weekend.,Success,0.069,Low
CHG-3350,Inventory-API,Config-Update,Small,Data-Engineering,Off-Hours-Weekday,Yes,Yes,33,0.179,0,Yes,Config-Update on Inventory-API (small change) requested by Data-Engineering during off hours weekday.,Success,0.056,Low
CHG-3351,Search-Service,Config-Update,Small,DevOps,Business-Hours-Weekday,No,,48,0.049,2,No,Config-Update on Search-Service (small change) requested by DevOps during business hours weekday.,Success,0.055,Low
CHG-3352,Search-Service,Deployment,Large,DevOps,Weekend,No,,55,0.096,2,Yes,Deployment on Search-Service (large change) requested by DevOps during weekend.,Success,0.327,Medium
CHG-3353,Billing-DB,Deployment,Large,Platform,Off-Hours-Weekday,Yes,No,22,0.133,2,No,Deployment on Billing-DB (large change) requested by Platform during off hours weekday.,Success,0.183,Medium
CHG-3354,Search-Service,Deployment,Small,SRE,Business-Hours-Weekday,Yes,No,5,0.091,0,Yes,Deployment on Search-Service (small change) requested by SRE during business hours weekday.,Success,0.23,Medium
CHG-3355,Reporting-DB,Deployment,Small,Platform,Weekend,Yes,Yes,38,0.126,2,Yes,Deployment on Reporting-DB (small change) requested by Platform during weekend.,Success,0.127,Low
CHG-3356,Billing-DB,Database-Schema-Change,Small,DevOps,Business-Hours-Weekday,Yes,Yes,20,0.1,2,No,Database-Schema-Change on Billing-DB (small change) requested by DevOps during business hours weekday.,Success,0.201,Medium
CHG-3357,Search-Service,Security-Patch,Small,Security,Business-Hours-Weekday,Yes,No,4,0.254,3,No,Security-Patch on Search-Service (small change) requested by Security during business hours weekday.,Failed,0.592,High
CHG-3358,Payments-Service,Config-Update,Small,Backend,Peak-Hours,No,,54,0.069,0,No,Config-Update on Payments-Service (small change) requested by Backend during peak hours.,Success,0.071,Low
CHG-3359,Payments-Service,Security-Patch,Medium,Platform,Business-Hours-Weekday,Yes,No,15,0.205,0,No,Security-Patch on Payments-Service (medium change) requested by Platform during business hours weekday.,Success,0.17,Medium
CHG-3360,Inventory-API,Patch,Large,Platform,Weekend,No,,33,0.024,0,No,Patch on Inventory-API (large change) requested by Platform during weekend.,Success,0.07,Low
CHG-3361,Billing-DB,Deployment,Small,Backend,Business-Hours-Weekday,Yes,Yes,8,0.148,1,Yes,Deployment on Billing-DB (small change) requested by Backend during business hours weekday.,Success,0.298,Medium
CHG-3362,Billing-DB,Config-Update,Large,Security,Weekend,Yes,Yes,8,0.07,4,No,Config-Update on Billing-DB (large change) requested by Security during weekend.,Success,0.191,Medium
CHG-3363,Billing-DB,Infrastructure-Change,Small,Data-Engineering,Off-Hours-Weekday,No,,49,0.098,2,No,Infrastructure-Change on Billing-DB (small change) requested by Data-Engineering during off hours weekday.,Success,0.109,Low
CHG-3364,Search-Service,Patch,Small,DevOps,Business-Hours-Weekday,Yes,No,34,0.186,0,No,Patch on Search-Service (small change) requested by DevOps during business hours weekday.,Success,0.049,Low
CHG-3365,Notification-Service,Infrastructure-Change,Small,Platform,Business-Hours-Weekday,Yes,Yes,48,0.023,0,No,Infrastructure-Change on Notification-Service (small change) requested by Platform during business hours weekday.,Success,0.04,Low
CHG-3366,Payments-Service,Patch,Medium,Data-Engineering,Off-Hours-Weekday,Yes,Yes,59,0.125,1,No,Patch on Payments-Service (medium change) requested by Data-Engineering during off hours weekday.,Success,0.048,Low
CHG-3367,Inventory-API,Database-Schema-Change,Small,SRE,Weekend,Yes,Yes,57,0.072,1,Yes,Database-Schema-Change on Inventory-API (small change) requested by SRE during weekend.,Success,0.109,Low
CHG-3368,Auth-Service,Security-Patch,Small,Data-Engineering,Weekend,Yes,Yes,32,0.068,1,Yes,Security-Patch on Auth-Service (small change) requested by Data-Engineering during weekend.,Success,0.063,Low
CHG-3369,Payments-Service,Deployment,Large,SRE,Off-Hours-Weekday,No,,18,0.21,0,No,Deployment on Payments-Service (large change) requested by SRE during off hours weekday.,Success,0.173,Medium
CHG-3370,Auth-Service,Security-Patch,Small,Backend,Peak-Hours,Yes,Yes,0,0.235,2,No,Security-Patch on Auth-Service (small change) requested by Backend during peak hours.,Success,0.248,Medium
CHG-3371,Website-Frontend,Deployment,Medium,Platform,Weekend,Yes,No,52,0.088,0,No,Deployment on Website-Frontend (medium change) requested by Platform during weekend.,Success,0.035,Low
CHG-3372,Notification-Service,Config-Update,Small,Data-Engineering,Off-Hours-Weekday,Yes,Yes,52,0.047,3,No,Config-Update on Notification-Service (small change) requested by Data-Engineering during off hours weekday.,Success,0.035,Low
CHG-3373,Search-Service,Infrastructure-Change,Large,Platform,Off-Hours-Weekday,Yes,No,34,0.185,1,No,Infrastructure-Change on Search-Service (large change) requested by Platform during off hours weekday.,Success,0.229,Medium
CHG-3374,Website-Frontend,Patch,Medium,Security,Peak-Hours,No,,4,0.183,1,Yes,Patch on Website-Frontend (medium change) requested by Security during peak hours.,Failed,0.583,High
CHG-3375,Inventory-API,Security-Patch,Small,DevOps,Business-Hours-Weekday,Yes,Yes,26,0.072,0,No,Security-Patch on Inventory-API (small change) requested by DevOps during business hours weekday.,Success,0.053,Low
CHG-3376,Payments-Service,Config-Update,Small,Platform,Off-Hours-Weekday,Yes,Yes,25,0.059,0,No,Config-Update on Payments-Service (small change) requested by Platform during off hours weekday.,Success,0.013,Low
CHG-3377,Search-Service,Infrastructure-Change,Small,Platform,Off-Hours-Weekday,Yes,Yes,37,0.108,1,No,Infrastructure-Change on Search-Service (small change) requested by Platform during off hours weekday.,Success,0.06,Low
CHG-3378,Notification-Service,Infrastructure-Change,Small,Backend,Weekend,Yes,Yes,44,0.122,3,No,Infrastructure-Change on Notification-Service (small change) requested by Backend during weekend.,Success,0.116,Low
CHG-3379,Auth-Service,Security-Patch,Large,Data-Engineering,Business-Hours-Weekday,No,,9,0.272,1,Yes,Security-Patch on Auth-Service (large change) requested by Data-Engineering during business hours weekday.,Failed,0.789,High
CHG-3380,Payments-Service,Database-Schema-Change,Medium,DevOps,Business-Hours-Weekday,No,,6,0.3,0,No,Database-Schema-Change on Payments-Service (medium change) requested by DevOps during business hours weekday.,Failed,0.594,High
CHG-3381,Search-Service,Security-Patch,Small,Backend,Business-Hours-Weekday,Yes,No,54,0.159,0,Yes,Security-Patch on Search-Service (small change) requested by Backend during business hours weekday.,Success,0.188,Medium
CHG-3382,Auth-Service,Config-Update,Small,Backend,Off-Hours-Weekday,Yes,No,45,0.063,1,Yes,Config-Update on Auth-Service (small change) requested by Backend during off hours weekday.,Success,0.072,Low
CHG-3383,Notification-Service,Database-Schema-Change,Small,Security,Business-Hours-Weekday,Yes,No,57,0.147,2,Yes,Database-Schema-Change on Notification-Service (small change) requested by Security during business hours weekday.,Success,0.476,High
CHG-3384,Payments-Service,Database-Schema-Change,Small,Backend,Business-Hours-Weekday,No,,22,0.187,0,Yes,Database-Schema-Change on Payments-Service (small change) requested by Backend during business hours weekday.,Failed,0.64,High
CHG-3385,Billing-DB,Database-Schema-Change,Medium,Backend,Weekend,Yes,Yes,24,0.13,0,No,Database-Schema-Change on Billing-DB (medium change) requested by Backend during weekend.,Success,0.056,Low
CHG-3386,Notification-Service,Config-Update,Large,SRE,Weekend,No,,59,0.075,2,No,Config-Update on Notification-Service (large change) requested by SRE during weekend.,Success,0.1,Low
CHG-3387,Reporting-DB,Infrastructure-Change,Medium,Data-Engineering,Peak-Hours,Yes,Yes,31,0.18,2,No,Infrastructure-Change on Reporting-DB (medium change) requested by Data-Engineering during peak hours.,Success,0.373,Medium
CHG-3388,Notification-Service,Security-Patch,Small,Data-Engineering,Business-Hours-Weekday,Yes,No,40,0.152,3,No,Security-Patch on Notification-Service (small change) requested by Data-Engineering during business hours weekday.,Success,0.296,Medium
CHG-3389,Search-Service,Deployment,Medium,Data-Engineering,Business-Hours-Weekday,Yes,Yes,47,0.203,1,Yes,Deployment on Search-Service (medium change) requested by Data-Engineering during business hours weekday.,Success,0.237,Medium
CHG-3390,Website-Frontend,Deployment,Medium,DevOps,Peak-Hours,No,,27,0.219,1,Yes,Deployment on Website-Frontend (medium change) requested by DevOps during peak hours.,Failed,0.623,High
CHG-3391,Search-Service,Security-Patch,Medium,SRE,Business-Hours-Weekday,Yes,No,15,0.021,1,Yes,Security-Patch on Search-Service (medium change) requested by SRE during business hours weekday.,Caused-Incident,0.327,Medium
CHG-3392,Inventory-API,Config-Update,Small,DevOps,Business-Hours-Weekday,Yes,No,28,0.182,2,Yes,Config-Update on Inventory-API (small change) requested by DevOps during business hours weekday.,Success,0.36,Medium
CHG-3393,Reporting-DB,Config-Update,Large,SRE,Business-Hours-Weekday,No,,35,0.111,1,Yes,Config-Update on Reporting-DB (large change) requested by SRE during business hours weekday.,Failed,0.412,High
CHG-3394,Website-Frontend,Security-Patch,Medium,Data-Engineering,Off-Hours-Weekday,No,,17,0.43,3,No,Security-Patch on Website-Frontend (medium change) requested by Data-Engineering during off hours weekday.,Failed,0.523,High
CHG-3395,Notification-Service,Deployment,Medium,Security,Business-Hours-Weekday,No,,10,0.111,0,Yes,Deployment on Notification-Service (medium change) requested by Security during business hours weekday.,Success,0.365,Medium
CHG-3396,Payments-Service,Deployment,Small,Data-Engineering,Business-Hours-Weekday,Yes,Yes,39,0.157,0,No,Deployment on Payments-Service (small change) requested by Data-Engineering during business hours weekday.,Success,0.072,Low
CHG-3397,Reporting-DB,Patch,Medium,Data-Engineering,Off-Hours-Weekday,Yes,No,27,0.212,0,Yes,Patch on Reporting-DB (medium change) requested by Data-Engineering during off hours weekday.,Success,0.087,Low
CHG-3398,Reporting-DB,Infrastructure-Change,Small,DevOps,Off-Hours-Weekday,Yes,No,46,0.175,1,No,Infrastructure-Change on Reporting-DB (small change) requested by DevOps during off hours weekday.,Success,0.058,Low
CHG-3399,Payments-Service,Security-Patch,Medium,DevOps,Business-Hours-Weekday,Yes,No,32,0.311,1,No,Security-Patch on Payments-Service (medium change) requested by DevOps during business hours weekday.,Success,0.2,Medium
CHG-3400,Reporting-DB,Security-Patch,Small,Backend,Business-Hours-Weekday,No,,34,0.25,1,No,Security-Patch on Reporting-DB (small change) requested by Backend during business hours weekday.,Success,0.266,Medium
CHG-3401,Inventory-API,Infrastructure-Change,Medium,SRE,Business-Hours-Weekday,Yes,Yes,0,0.072,2,No,Infrastructure-Change on Inventory-API (medium change) requested by SRE during business hours weekday.,Success,0.303,Medium
CHG-3402,Notification-Service,Config-Update,Small,Data-Engineering,Off-Hours-Weekday,Yes,Yes,55,0.128,1,Yes,Config-Update on Notification-Service (small change) requested by Data-Engineering during off hours weekday.,Success,0.046,Low
CHG-3403,Notification-Service,Security-Patch,Small,Backend,Off-Hours-Weekday,Yes,Yes,23,0.051,0,Yes,Security-Patch on Notification-Service (small change) requested by Backend during off hours weekday.,Success,0.058,Low
CHG-3404,Auth-Service,Infrastructure-Change,Large,Backend,Weekend,Yes,Yes,38,0.438,0,Yes,Infrastructure-Change on Auth-Service (large change) requested by Backend during weekend.,Caused-Incident,0.393,Medium
CHG-3405,Payments-Service,Deployment,Medium,DevOps,Business-Hours-Weekday,Yes,Yes,31,0.054,0,Yes,Deployment on Payments-Service (medium change) requested by DevOps during business hours weekday.,Success,0.149,Low
CHG-3406,Payments-Service,Deployment,Small,DevOps,Off-Hours-Weekday,Yes,No,43,0.027,1,No,Deployment on Payments-Service (small change) requested by DevOps during off hours weekday.,Success,0.051,Low
CHG-3407,Reporting-DB,Database-Schema-Change,Large,DevOps,Weekend,Yes,Yes,7,0.093,1,Yes,Database-Schema-Change on Reporting-DB (large change) requested by DevOps during weekend.,Caused-Incident,0.474,High
CHG-3408,Website-Frontend,Patch,Medium,Platform,Off-Hours-Weekday,Yes,Yes,20,0.291,2,No,Patch on Website-Frontend (medium change) requested by Platform during off hours weekday.,Success,0.065,Low
CHG-3409,Search-Service,Deployment,Small,DevOps,Off-Hours-Weekday,Yes,Yes,26,0.158,0,No,Deployment on Search-Service (small change) requested by DevOps during off hours weekday.,Success,0.011,Low
CHG-3410,Billing-DB,Infrastructure-Change,Small,SRE,Weekend,Yes,Yes,16,0.284,1,No,Infrastructure-Change on Billing-DB (small change) requested by SRE during weekend.,Success,0.087,Low
CHG-3411,Search-Service,Security-Patch,Medium,SRE,Business-Hours-Weekday,No,,20,0.235,2,No,Security-Patch on Search-Service (medium change) requested by SRE during business hours weekday.,Failed,0.476,High
CHG-3412,Inventory-API,Infrastructure-Change,Medium,Backend,Business-Hours-Weekday,Yes,Yes,11,0.036,0,No,Infrastructure-Change on Inventory-API (medium change) requested by Backend during business hours weekday.,Success,0.111,Low
CHG-3413,Inventory-API,Infrastructure-Change,Small,SRE,Peak-Hours,Yes,Yes,27,0.243,1,Yes,Infrastructure-Change on Inventory-API (small change) requested by SRE during peak hours.,Failed,0.415,High
CHG-3414,Billing-DB,Patch,Medium,SRE,Off-Hours-Weekday,Yes,No,14,0.08,1,No,Patch on Billing-DB (medium change) requested by SRE during off hours weekday.,Success,0.032,Low
CHG-3415,Auth-Service,Deployment,Medium,Security,Peak-Hours,Yes,No,26,0.092,2,No,Deployment on Auth-Service (medium change) requested by Security during peak hours.,Failed,0.225,Medium
CHG-3416,Auth-Service,Deployment,Small,Platform,Peak-Hours,Yes,Yes,56,0.138,3,No,Deployment on Auth-Service (small change) requested by Platform during peak hours.,Success,0.165,Medium
CHG-3417,Inventory-API,Config-Update,Small,Security,Weekend,No,,42,0.055,1,No,Config-Update on Inventory-API (small change) requested by Security during weekend.,Success,0.033,Low
CHG-3418,Inventory-API,Infrastructure-Change,Small,Data-Engineering,Business-Hours-Weekday,Yes,No,39,0.105,1,No,Infrastructure-Change on Inventory-API (small change) requested by Data-Engineering during business hours weekday.,Success,0.082,Low
